LINE_UNIQUE_ID,population,family_baseline_mate_selection,modelA_individual_prediction,within_family_deviation,final_predicted_yield_advantage,predicted_lower_68pct,predicted_upper_68pct,predicted_lower_95pct,predicted_upper_95pct,confidence_tier,rank,percentile
C1.398.73,C1.398,15.834299087524414,15.072044,1.9820433,17.816341,6.8963413,28.736341,-3.5868587,39.219543,Medium,26,99.66361679224973
C1.398.75,C1.398,15.834299087524414,15.035397,1.9453955,17.779694,6.8596935,28.699694,-3.6235065,39.18289,Medium,27,99.65016146393972
C1.427.36,C1.427,10.356902122497559,13.86475,7.3877993,17.744701,6.8247013,28.664701,-3.6584988,39.147903,Medium,28,99.63670613562971
C1.398.41,C1.398,15.834299087524414,14.940058,1.8500566,17.684357,6.7643566,28.604357,-3.7188435,39.087555,Medium,29,99.62325080731969
C1.398.36,C1.398,15.834299087524414,14.930132,1.8401308,17.67443,6.754431,28.59443,-3.7287693,39.07763,Medium,30,99.60979547900969
C1.398.128,C1.398,15.834299087524414,14.903841,1.8138399,17.64814,6.72814,28.56814,-3.7550602,39.05134,Medium,31,99.59634015069967
C1.398.14,C1.398,15.834299087524414,14.859377,1.7693758,17.603676,6.683676,28.523676,-3.7995243,39.006874,Medium,32,99.58288482238966
C1.398.11,C1.398,15.834299087524414,14.80879,1.7187891,17.55309,6.633089,28.47309,-3.850111,38.95629,Medium,33,99.56942949407966
C1.398.29,C1.398,15.834299087524414,14.66959,1.5795889,17.413887,6.493887,28.333887,-3.9893131,38.817085,Medium,34,99.55597416576964
C1.398.74,C1.398,15.834299087524414,14.592386,1.5023851,17.336685,6.416685,28.256685,-4.066515,38.739883,Medium,35,99.54251883745964
C1.398.94,C1.398,15.834299087524414,14.537355,1.4473543,17.281654,6.3616543,28.201654,-4.121546,38.684853,Medium,36,99.52906350914962
C1.398.130,C1.398,15.834299087524414,14.440886,1.3508844,17.185184,6.2651844,28.105185,-4.2180157,38.588387,Medium,37,99.5156081808396
C1.398.137,C1.398,15.834299087524414,14.4322605,1.3422594,17.17656,6.2565594,28.09656,-4.2266407,38.579758,Medium,38,99.5021528525296
C1.398.3,C1.398,15.834299087524414,14.408684,1.3186827,17.15298,6.2329807,28.07298,-4.2502193,38.556183,Medium,39,99.48869752421959
C1.398.7,C1.398,15.834299087524414,14.384853,1.2948523,17.12915,6.2091503,28.04915,-4.2740498,38.53235,Medium,40,99.47524219590959
C1.398.30,C1.398,15.834299087524414,14.333424,1.2434225,17.07772,6.1577206,27.99772,-4.3254795,38.48092,Medium,41,99.46178686759957
C1.398.32,C1.398,15.834299087524414,14.2658,1.1757994,17.010098,6.0900974,27.930098,-4.3931026,38.4133,Medium,42,99.44833153928955
C1.380.82,C1.380,8.920377731323242,16.456146,8.080055,17.000433,6.080433,27.920433,-4.402767,38.403633,Medium,43,99.43487621097955
C1.398.60,C1.398,15.834299087524414,14.239302,1.1493006,16.9836,6.0636005,27.9036,-4.4195995,38.386803,Medium,44,99.42142088266954
C1.398.86,C1.398,15.834299087524414,14.2361965,1.1461954,16.980495,6.0604954,27.900496,-4.4227047,38.383698,Medium,45,99.40796555435952
C1.398.82,C1.398,15.834299087524414,14.197973,1.1079721,16.942272,6.022272,27.862272,-4.460928,38.345474,Medium,46,99.39451022604952
C1.398.59,C1.398,15.834299087524414,14.152246,1.0622454,16.896545,5.9765453,27.816545,-4.5066547,38.299744,Medium,47,99.3810548977395
C1.382.76,C1.382,3.392176628112793,13.268459,13.435392,16.827568,5.907568,27.747568,-4.575632,38.230766,Medium,48,99.3675995694295
C1.398.12,C1.398,15.834299087524414,14.065594,0.9755926,16.80989,5.8898907,27.72989,-4.5933094,38.21309,Medium,49,99.35414424111949
C1.398.26,C1.398,15.834299087524414,14.058153,0.96815205,16.802452,5.882452,27.722452,-4.600748,38.20565,Medium,50,99.34068891280947
C1.398.40,C1.398,15.834299087524414,13.992132,0.9021311,16.736431,5.816431,27.656431,-4.666769,38.139633,Medium,51,99.32723358449947
C1.398.134,C1.398,15.834299087524414,13.984751,0.89474964,16.72905,5.8090496,27.64905,-4.6741505,38.132248,Medium,52,99.31377825618945
C1.398.93,C1.398,15.834299087524414,13.976763,0.88676167,16.721062,5.8010616,27.641062,-4.6821384,38.12426,Medium,53,99.30032292787944
C1.398.83,C1.398,15.834299087524414,13.964293,0.8742914,16.708591,5.7885914,27.628592,-4.6946087,38.111794,Medium,54,99.28686759956943
C1.398.96,C1.398,15.834299087524414,13.9492855,0.8592844,16.693584,5.7735844,27.613585,-4.7096157,38.096786,Medium,55,99.27341227125942
C1.398.104,C1.398,15.834299087524414,13.846254,0.75625324,16.590553,5.670553,27.510553,-4.812647,37.99375,Medium,56,99.25995694294942
C1.398.116,C1.398,15.834299087524414,13.662664,0.5726633,16.406963,5.4869633,27.326963,-4.996237,37.810165,Medium,57,99.2465016146394
C1.384.147,C1.384,8.716567993164062,16.91732,7.677808,16.394375,5.474375,27.314375,-5.0088253,37.797577,Medium,58,99.23304628632938
C1.398.131,C1.398,15.834299087524414,13.6477375,0.5577364,16.392036,5.4720364,27.312037,-5.0111637,37.795235,Medium,59,99.21959095801938
C1.398.46,C1.398,15.834299087524414,13.602816,0.5128145,16.347115,5.4271145,27.267115,-5.0560856,37.750313,Medium,60,99.20613562970937
C1.398.133,C1.398,15.834299087524414,13.50441,0.41440868,16.248707,5.3287067,27.168707,-5.1544933,37.65191,Medium,61,99.19268030139935
C1.442.13,C1.442,9.036252975463867,13.795065,7.2090864,16.245338,5.3253384,27.165339,-5.1578617,37.648537,Medium,62,99.17922497308935
C1.427.27,C1.427,10.356902122497559,12.327358,5.8504076,16.20731,5.2873096,27.12731,-5.1958904,37.61051,Medium,63,99.16576964477933
C1.398.70,C1.398,15.834299087524414,13.43997,0.3499689,16.184269,5.264269,27.104269,-5.218931,37.58747,Medium,64,99.15231431646933
C1.427.11,C1.427,10.356902122497559,12.275957,5.7990065,16.155909,5.2359085,27.075909,-5.2472916,37.55911,Medium,65,99.13885898815931
C1.398.52,C1.398,15.834299087524414,13.374559,0.2845583,16.118858,5.1988583,27.038858,-5.284342,37.522057,Medium,66,99.1254036598493
C1.398.80,C1.398,15.834299087524414,13.370134,0.28013325,16.114433,5.194433,27.034433,-5.288767,37.51763,Medium,67,99.1119483315393
C1.398.16,C1.398,15.834299087524414,13.369959,0.27995777,16.114258,5.1942577,27.034258,-5.2889423,37.517456,Medium,68,99.09849300322928
C1.398.136,C1.398,15.834299087524414,13.363935,0.27393436,16.108234,5.1882343,27.028234,-5.2949657,37.511436,Medium,69,99.08503767491926
C1.442.46,C1.442,9.036252975463867,13.653738,7.0677595,16.104012,5.1840115,27.024012,-5.2991886,37.50721,Medium,70,99.07158234660926
C1.398.2,C1.398,15.834299087524414,13.347874,0.25787258,16.09217,5.1721706,27.01217,-5.3110294,37.49537,Medium,71,99.05812701829925
C1.398.45,C1.398,15.834299087524414,13.315653,0.22565174,16.059952,5.1399517,26.979952,-5.3432484,37.46315,Medium,72,99.04467168998924
C1.398.13,C1.398,15.834299087524414,13.307709,0.21770763,16.052006,5.1320057,26.972006,-5.3511944,37.455208,Medium,73,99.03121636167921
C1.398.21,C1.398,15.834299087524414,13.296942,0.20694065,16.04124,5.1212406,26.96124,-5.3619595,37.444443,Medium,74,99.01776103336921
C1.398.67,C1.398,15.834299087524414,13.284731,0.1947298,16.02903,5.10903,26.94903,-5.3741703,37.432228,Medium,75,99.00430570505921
C1.398.43,C1.398,15.834299087524414,13.277788,0.18778706,16.022087,5.102087,26.942087,-5.381113,37.425285,Medium,76,98.9908503767492
C1.398.111,C1.398,15.834299087524414,13.175587,0.085585594,15.919885,4.9998846,26.839886,-5.4833155,37.323086,Medium,77,98.97739504843919
C1.398.24,C1.398,15.834299087524414,13.0826645,-0.0073366165,15.826962,4.9069624,26.746964,-5.5762377,37.230164,Medium,78,98.96393972012916
C1.398.117,C1.398,15.834299087524414,13.034468,-0.05553341,15.778766,4.8587656,26.698765,-5.6244345,37.181965,Medium,79,98.95048439181916
C1.398.100,C1.398,15.834299087524414,13.021048,-0.068953514,15.765346,4.8453455,26.685345,-5.6378546,37.168545,Medium,80,98.93702906350916
C1.398.68,C1.398,15.834299087524414,13.005619,-0.08438206,15.749917,4.829917,26.669918,-5.653283,37.15312,Medium,81,98.92357373519914
C1.398.125,C1.398,15.834299087524414,12.935011,-0.1549902,15.679309,4.759309,26.599308,-5.7238913,37.082508,Medium,82,98.91011840688913
C1.398.8,C1.398,15.834299087524414,12.904825,-0.1851759,15.649123,4.729123,26.569122,-5.754077,37.052322,Medium,83,98.89666307857911
C1.398.63,C1.398,15.834299087524414,12.849112,-0.24088955,15.59341,4.6734095,26.513409,-5.8097906,36.99661,Medium,84,98.88320775026911
C1.398.90,C1.398,15.834299087524414,12.760305,-0.3296957,15.504603,4.5846033,26.424603,-5.898597,36.907803,Medium,85,98.8697524219591
C1.398.129,C1.398,15.834299087524414,12.740587,-0.34941387,15.484885,4.564885,26.404884,-5.918315,36.888084,Medium,86,98.85629709364908
C1.398.5,C1.398,15.834299087524414,12.685156,-0.40484524,15.429454,4.509454,26.349453,-5.9737463,36.832653,Medium,87,98.84284176533907
C1.398.101,C1.398,15.834299087524414,12.681231,-0.40877056,15.425529,4.5055285,26.345528,-5.9776716,36.828728,Medium,88,98.82938643702907
C1.398.55,C1.398,15.834299087524414,12.656603,-0.43339825,15.400901,4.480901,26.3209,-6.0022993,36.8041,Medium,89,98.81593110871906
C1.427.19,C1.427,10.356902122497559,11.50791,5.030959,15.387861,4.467861,26.307861,-6.015339,36.79106,Medium,90,98.80247578040904
C1.398.22,C1.398,15.834299087524414,12.633593,-0.4564085,15.377891,4.4578905,26.29789,-6.0253096,36.78109,Medium,91,98.78902045209902
C1.398.72,C1.398,15.834299087524414,12.557022,-0.532979,15.30132,4.38132,26.221321,-6.10188,36.70452,Medium,92,98.77556512378902
C1.398.109,C1.398,15.834299087524414,12.52713,-0.562871,15.271428,4.351428,26.19143,-6.131772,36.67463,Medium,93,98.76210979547902
C1.398.37,C1.398,15.834299087524414,12.506605,-0.58339596,15.250903,4.330903,26.170902,-6.152297,36.654102,Medium,94,98.74865446716899
C1.427.34,C1.427,10.356902122497559,11.345409,4.8684587,15.225361,4.305361,26.14536,-6.1778393,36.628563,Medium,95,98.73519913885899
C1.427.85,C1.427,10.356902122497559,11.332211,4.85526,15.212162,4.292162,26.132162,-6.191038,36.615364,Medium,96,98.72174381054897
C1.427.16,C1.427,10.356902122497559,11.321905,4.8449545,15.201857,4.2818565,26.121857,-6.2013435,36.605057,Medium,97,98.70828848223897
C1.398.77,C1.398,15.834299087524414,12.454384,-0.63561726,15.198682,4.2786818,26.118683,-6.2045183,36.601883,Medium,98,98.69483315392895
C1.398.88,C1.398,15.834299087524414,12.433071,-0.65692997,15.177369,4.257369,26.09737,-6.225831,36.58057,Medium,99,98.68137782561894
C1.442.76,C1.442,9.036252975463867,12.723326,6.137347,15.1736,4.2536,26.093601,-6.2296,36.5768,Medium,100,98.66792249730894
C1.398.118,C1.398,15.834299087524414,12.402765,-0.68723583,15.147063,4.227063,26.067062,-6.256137,36.550262,Medium,101,98.65446716899893
C1.398.19,C1.398,15.834299087524414,12.397425,-0.6925764,15.141723,4.2217226,26.061722,-6.2614775,36.54492,Medium,102,98.6410118406889
C1.398.1,C1.398,15.834299087524414,12.379831,-0.7101698,15.124129,4.204129,26.044128,-6.279071,36.52733,Medium,103,98.6275565123789
C1.398.114,C1.398,15.834299087524414,12.336836,-0.75316525,15.081134,4.161134,26.001133,-6.3220663,36.484333,Medium,104,98.61410118406889
C1.384.19,C1.384,8.716567993164062,15.600807,6.3612947,15.077863,4.1578627,25.997864,-6.3253374,36.481064,Medium,105,98.60064585575888
C1.398.39,C1.398,15.834299087524414,12.278257,-0.81174374,15.022555,4.1025553,25.942554,-6.380645,36.425755,Medium,106,98.58719052744887
C1.398.138,C1.398,15.834299087524414,12.263924,-0.82607746,15.008222,4.0882215,25.928223,-6.3949785,36.411423,Medium,107,98.57373519913885
C1.398.20,C1.398,15.834299087524414,12.198072,-0.8919287,14.94237,4.0223703,25.86237,-6.4608297,36.34557,Medium,108,98.56027987082885
C1.398.31,C1.398,15.834299087524414,12.186495,-0.9035063,14.930793,4.0107927,25.850792,-6.4724073,36.333992,Medium,109,98.54682454251883
C1.398.124,C1.398,15.834299087524414,12.184877,-0.9051237,14.929175,4.0091753,25.849174,-6.474025,36.332375,Medium,110,98.53336921420882
C1.398.9,C1.398,15.834299087524414,12.169052,-0.920949,14.91335,3.99335,25.833351,-6.48985,36.31655,Medium,111,98.51991388589882
C1.396.100,C1.396,7.749590873718262,14.360971,7.145077,14.894669,3.9746685,25.814669,-6.5085316,36.297867,Medium,112,98.5064585575888
C1.398.84,C1.398,15.834299087524414,12.132898,-0.9571028,14.877196,3.9571962,25.797195,-6.526004,36.280396,Medium,113,98.4930032292788
C1.398.81,C1.398,15.834299087524414,12.114397,-0.97560406,14.858695,3.938695,25.778694,-6.544505,36.261894,Medium,114,98.47954790096878
C1.380.160,C1.380,8.920377731323242,14.3039875,5.9278965,14.848274,3.9282742,25.768274,-6.554926,36.251472,Medium,115,98.46609257265877
C1.384.23,C1.384,8.716567993164062,15.358021,6.1185083,14.835076,3.9150763,25.755077,-6.568124,36.238277,Medium,116,98.45263724434876
C1.442.86,C1.442,9.036252975463867,12.352634,5.766656,14.802909,3.8829088,25.722908,-6.6002913,36.20611,Medium,117,98.43918191603875
C1.398.85,C1.398,15.834299087524414,12.043875,-1.0461264,14.788173,3.8681726,25.708172,-6.6150274,36.191372,Medium,118,98.42572658772875
C1.398.33,C1.398,15.834299087524414,11.937229,-1.152772,14.681527,3.761527,25.601528,-6.721673,36.08473,Medium,119,98.41227125941873
C1.398.27,C1.398,15.834299087524414,11.934626,-1.1553755,14.678924,3.7589235,25.598923,-6.7242765,36.082123,Medium,120,98.39881593110871
C1.380.154,C1.380,8.920377731323242,14.050346,5.6742554,14.594633,3.674633,25.514633,-6.808567,35.997833,Medium,121,98.38536060279871
C1.398.17,C1.398,15.834299087524414,11.845907,-1.2440939,14.590205,3.670205,25.510204,-6.812995,35.993404,Medium,122,98.3719052744887
C1.398.91,C1.398,15.834299087524414,11.844902,-1.2450991,14.5892,3.6692,25.509201,-6.814,35.9924,Medium,123,98.35844994617868
C1.380.137,C1.380,8.920377731323242,14.00956,5.6334686,14.553846,3.6338463,25.473846,-6.849354,35.957047,Medium,124,98.34499461786868
C1.398.139,C1.398,15.834299087524414,11.734943,-1.3550577,14.479241,3.5592413,25.399242,-6.923959,35.882442,Medium,125,98.33153928955866
C1.380.36,C1.380,8.920377731323242,13.932524,5.5564327,14.47681,3.5568104,25.39681,-6.9263897,35.880013,Medium,126,98.31808396124866
C1.398.10,C1.398,15.834299087524414,11.723078,-1.3669233,14.467376,3.5473757,25.387375,-6.9358244,35.870575,Medium,127,98.30462863293864
C1.398.64,C1.398,15.834299087524414,11.699406,-1.3905954,14.443704,3.5237036,25.363705,-6.9594965,35.846905,Medium,128,98.29117330462863
C1.427.93,C1.427,10.356902122497559,10.447353,3.9704027,14.327305,3.4073048,25.247305,-7.0758953,35.730507,Medium,129,98.27771797631863
C1.398.42,C1.398,15.834299087524414,11.565424,-1.5245771,14.309722,3.3897219,25.229721,-7.093478,35.71292,Medium,130,98.26426264800861
C1.398.51,C1.398,15.834299087524414,11.549252,-1.5407495,14.29355,3.3735495,25.21355,-7.1096506,35.69675,Medium,131,98.2508073196986
C1.439.5,C1.439,4.067549228668213,15.550413,10.211859,14.2794075,3.3594074,25.199408,-7.1237926,35.68261,Medium,132,98.23735199138859
C1.398.120,C1.398,15.834299087524414,11.49123,-1.5987711,14.235528,3.315528,25.155529,-7.167672,35.63873,Medium,133,98.22389666307858
C1.398.54,C1.398,15.834299087524414,11.451805,-1.638196,14.196103,3.276103,25.116104,-7.207097,35.599304,Medium,134,98.21044133476857
C1.437.43,C1.437,5.480865955352783,12.34564,8.676586,14.157452,3.2374516,25.077452,-7.2457485,35.560654,Low,135,98.19698600645856
C1.396.135,C1.396,7.749590873718262,13.604044,6.3881497,14.137741,3.217741,25.057741,-7.265459,35.54094,Medium,136,98.18353067814854
C1.398.65,C1.398,15.834299087524414,11.388695,-1.7013063,14.132993,3.2129927,25.052994,-7.2702074,35.536194,Medium,137,98.17007534983854
C1.398.89,C1.398,15.834299087524414,11.38162,-1.7083807,14.125918,3.2059183,25.045918,-7.2772818,35.529118,Medium,138,98.15662002152852
C1.442.11,C1.442,9.036252975463867,11.593782,5.007804,14.044057,3.1240568,24.964058,-7.3591433,35.447258,Medium,139,98.14316469321851
C1.398.62,C1.398,15.834299087524414,11.293432,-1.7965689,14.03773,3.1177301,24.95773,-7.36547,35.44093,Medium,140,98.1297093649085
C1.384.146,C1.384,8.716567993164062,14.493769,5.2542562,13.970824,3.0508242,24.890823,-7.432376,35.374023,Medium,141,98.11625403659849
C1.424.44,C1.424,2.985138416290283,14.186195,10.979311,13.964449,3.0444489,24.884449,-7.438751,35.36765,Medium,142,98.10279870828849
C1.427.90,C1.427,10.356902122497559,10.042366,3.5654154,13.9223175,3.0023174,24.842318,-7.4808826,35.325516,Medium,143,98.08934337997847
C1.398.53,C1.398,15.834299087524414,11.172415,-1.9175863,13.916713,2.9967127,24.836712,-7.4864874,35.319912,Medium,144,98.07588805166846
C1.398.127,C1.398,15.834299087524414,11.161219,-1.9287825,13.905517,2.9855165,24.825516,-7.4976835,35.308716,Medium,145,98.06243272335846
C1.427.87,C1.427,10.356902122497559,10.012449,3.5354986,13.892401,2.9724007,24.8124,-7.5107994,35.2956,Medium,146,98.04897739504844
C1.380.153,C1.380,8.920377731323242,13.284353,4.9082623,13.82864,2.90864,24.74864,-7.57456,35.231842,Medium,147,98.03552206673842
C1.398.98,C1.398,15.834299087524414,11.075247,-2.0147543,13.819545,2.8995447,24.739544,-7.5836554,35.222744,Medium,148,98.02206673842842
C1.401.42,C1.401,6.679627418518066,15.349556,7.106241,13.785869,2.8658686,24.705868,-7.6173315,35.189068,High,149,98.0086114101184
C1.398.38,C1.398,15.834299087524414,11.03684,-2.0531607,13.781138,2.8611383,24.701138,-7.6220617,35.184338,Medium,150,97.9951560818084
C1.414.9,C1.414,7.2772603034973145,11.153534,6.413918,13.691178,2.7711782,24.61118,-7.712022,35.09438,High,151,97.98170075349839
C1.398.99,C1.398,15.834299087524414,10.908686,-2.1813154,13.652984,2.7329836,24.572983,-7.7502165,35.056183,Medium,152,97.96824542518837
C1.398.132,C1.398,15.834299087524414,10.843252,-2.246749,13.58755,2.66755,24.50755,-7.81565,34.99075,Medium,153,97.95479009687837
C1.398.95,C1.398,15.834299087524414,10.818457,-2.2715445,13.562755,2.6427546,24.482754,-7.8404455,34.965954,Medium,154,97.94133476856835
C1.401.94,C1.401,6.679627418518066,15.096943,6.853628,13.533256,2.6132555,24.453255,-7.8699446,34.936455,High,155,97.92787944025835
C1.396.64,C1.396,7.749590873718262,12.974421,5.7585263,13.508118,2.5881176,24.428118,-7.8950825,34.911316,Medium,156,97.91442411194834
C1.380.176,C1.380,8.920377731323242,12.963507,4.5874157,13.507793,2.5877934,24.427794,-7.8954067,34.910995,Medium,157,97.90096878363832
C1.427.23,C1.427,10.356902122497559,9.627333,3.150382,13.507284,2.587284,24.427284,-7.895916,34.910484,Medium,158,97.88751345532832
C1.437.107,C1.437,5.480865955352783,11.682064,8.01301,13.4938755,2.5738754,24.413876,-7.9093246,34.897076,Low,159,97.8740581270183
C1.380.94,C1.380,8.920377731323242,12.934038,4.557947,13.478325,2.5583248,24.398325,-7.9248753,34.881523,Medium,160,97.86060279870829
C1.398.87,C1.398,15.834299087524414,10.709015,-2.3809862,13.453313,2.5333128,24.373314,-7.9498873,34.856514,Medium,161,97.84714747039828
C1.442.36,C1.442,9.036252975463867,10.958252,4.3722734,13.408526,2.4885263,24.328526,-7.9946737,34.811726,Medium,162,97.83369214208827
C1.427.105,C1.427,10.356902122497559,9.527569,3.0506182,13.40752,2.4875202,24.32752,-7.99568,34.810722,Medium,163,97.82023681377827
C1.427.24,C1.427,10.356902122497559,9.478153,3.0012026,13.358105,2.4381046,24.278105,-8.045095,34.761307,Medium,164,97.80678148546824
C1.380.140,C1.380,8.920377731323242,12.755354,4.379263,13.299641,2.3796406,24.21964,-8.1035595,34.702843,Medium,165,97.79332615715823
C1.442.102,C1.442,9.036252975463867,10.808142,4.222163,13.258416,2.338416,24.178417,-8.144784,34.661617,Medium,166,97.77987082884823
C1.398.50,C1.398,15.834299087524414,10.462557,-2.6274443,13.206855,2.2868547,24.126854,-8.196345,34.610054,Medium,167,97.76641550053822
C1.427.10,C1.427,10.356902122497559,9.304733,2.8277826,13.184685,2.2646847,24.104685,-8.218515,34.587883,Medium,168,97.7529601722282
C1.427.2,C1.427,10.356902122497559,9.285368,2.8084173,13.165319,2.2453194,24.08532,-8.237881,34.56852,Medium,169,97.73950484391818
C1.389.185,C1.389,1.9441871643066406,17.228302,11.219179,13.163366,2.2433662,24.083366,-8.239834,34.566566,High,170,97.72604951560818
C1.382.107,C1.382,3.392176628112793,9.591524,9.758457,13.150634,2.2306337,24.070633,-8.252566,34.553833,Medium,171,97.71259418729818
C1.380.22,C1.380,8.920377731323242,12.601318,4.2252274,13.145605,2.225605,24.065605,-8.257595,34.548805,Medium,172,97.69913885898815
C1.398.18,C1.398,15.834299087524414,10.356808,-2.7331934,13.101106,2.1811056,24.021107,-8.302094,34.504307,Medium,173,97.68568353067815
C1.398.135,C1.398,15.834299087524414,10.347376,-2.7426252,13.091674,2.1716738,24.011673,-8.311526,34.494873,Medium,174,97.67222820236813
C1.382.124,C1.382,3.392176628112793,9.513531,9.680464,13.07264,2.1526403,23.992641,-8.33056,34.47584,Medium,175,97.65877287405813
C1.442.99,C1.442,9.036252975463867,10.606085,4.0201063,13.056359,2.1363592,23.97636,-8.346841,34.45956,Medium,176,97.64531754574811
C1.380.63,C1.380,8.920377731323242,12.47806,4.101969,13.0223465,2.1023464,23.942347,-8.380854,34.425545,Medium,177,97.6318622174381
C1.442.6,C1.442,9.036252975463867,10.535051,3.9490728,12.985326,2.0653257,23.905327,-8.417874,34.388527,Medium,178,97.6184068891281
C1.380.162,C1.380,8.920377731323242,12.407965,4.0318737,12.952251,2.0322514,23.872252,-8.450949,34.355453,Medium,179,97.6049515608181
C1.398.35,C1.398,15.834299087524414,10.205566,-2.8844347,12.949864,2.0298643,23.869865,-8.453336,34.353065,Medium,180,97.59149623250806
C1.398.57,C1.398,15.834299087524414,10.187807,-2.902194,12.932105,2.012105,23.852104,-8.471095,34.335304,Medium,181,97.57804090419806
C1.442.16,C1.442,9.036252975463867,10.466576,3.880597,12.91685,1.99685,23.83685,-8.48635,34.32005,Medium,182,97.56458557588805
C1.396.80,C1.396,7.749590873718262,12.371006,5.155112,12.904703,1.9847031,23.824703,-8.498497,34.307903,Medium,183,97.55113024757804
C1.412.78,C1.412,4.448276519775391,10.425362,8.419183,12.867459,1.9474592,23.78746,-8.535741,34.27066,Low,184,97.53767491926803
C1.380.50,C1.380,8.920377731323242,12.303038,3.9269466,12.847324,1.9273243,23.767324,-8.555876,34.250526,Medium,185,97.52421959095801
C1.398.113,C1.398,15.834299087524414,10.098398,-2.991603,12.842696,1.9226961,23.762695,-8.560504,34.245895,Medium,186,97.51076426264801
C1.427.31,C1.427,10.356902122497559,8.955874,2.4789238,12.835826,1.9158258,23.755825,-8.567374,34.239025,Medium,187,97.497308934338
C1.396.117,C1.396,7.749590873718262,12.297691,5.081797,12.831388,1.9113884,23.751389,-8.571812,34.23459,Medium,188,97.48385360602798
C1.401.18,C1.401,6.679627418518066,14.343151,6.0998363,12.779464,1.8594637,23.699463,-8.623736,34.182663,High,189,97.47039827771798
C1.396.165,C1.396,7.749590873718262,12.210321,4.994427,12.744019,1.8240185,23.664019,-8.659182,34.147217,Medium,190,97.45694294940796
