LINE_UNIQUE_ID,population,family_baseline_mate_selection,modelA_individual_prediction,within_family_deviation,final_predicted_yield_advantage,predicted_lower_68pct,predicted_upper_68pct,predicted_lower_95pct,predicted_upper_95pct,confidence_tier,rank,percentile
C9.8.39,C9.8,3.1080639362335205,2.256963,-0.45635772,2.6517062,-7.0298715,12.333284,-16.324186,21.6276,High,31,62.5
C9.16.5,C9.16,0.33440327644348145,2.6251626,2.2810974,2.6155007,-7.066077,12.297078,-16.360392,21.591394,High,32,61.25000000000001
C9.8.27,C9.8,3.1080639362335205,2.136877,-0.5764437,2.5316203,-7.1499577,12.213198,-16.444273,21.507513,High,33,60.0
C9.8.2,C9.8,3.1080639362335205,2.115603,-0.59771776,2.5103462,-7.1712313,12.191924,-16.465548,21.486238,High,34,58.75
C9.16.35,C9.16,0.33440327644348145,2.357007,2.0129418,2.347345,-7.3342323,12.028923,-16.628548,21.323238,High,35,57.49999999999999
C9.16.25,C9.16,0.33440327644348145,2.341412,1.9973469,2.3317502,-7.349828,12.013328,-16.644142,21.307644,High,36,56.25
C9.8.28,C9.8,3.1080639362335205,1.931923,-0.7813977,2.3266664,-7.3549113,12.008244,-16.649227,21.302559,High,37,55.00000000000001
C9.8.31,C9.8,3.1080639362335205,1.8799794,-0.83334136,2.2747226,-7.406855,11.956301,-16.70117,21.250616,High,38,53.75
C9.8.7,C9.8,3.1080639362335205,1.8687062,-0.8446145,2.2634494,-7.418128,11.945027,-16.712444,21.239342,High,39,52.5
C9.16.11,C9.16,0.33440327644348145,2.2461479,1.9020827,2.236486,-7.4450917,11.918064,-16.739407,21.21238,High,40,51.24999999999999
C9.8.37,C9.8,3.1080639362335205,1.8275238,-0.8857969,2.2222672,-7.4593105,11.903845,-16.753626,21.19816,High,41,50.0
C9.8.4,C9.8,3.1080639362335205,1.7745003,-0.9388205,2.1692433,-7.5123343,11.850821,-16.80665,21.145136,High,42,48.75000000000001
C9.16.18,C9.16,0.33440327644348145,2.1210828,1.7770176,2.1114209,-7.570157,11.792998,-16.864471,21.087315,High,43,47.5
C9.8.8,C9.8,3.1080639362335205,1.6696723,-1.0436485,2.0644155,-7.617162,11.745993,-16.911478,21.040308,High,44,46.25
C9.16.12,C9.16,0.33440327644348145,1.9236234,1.5795581,1.9139614,-7.7676163,11.595539,-17.061932,20.889854,High,45,44.99999999999999
C9.16.29,C9.16,0.33440327644348145,1.8700083,1.525943,1.8603463,-7.8212314,11.5419235,-17.115547,20.836239,High,46,43.75
C9.16.14,C9.16,0.33440327644348145,1.6848835,1.3408182,1.6752214,-8.006356,11.356799,-17.30067,20.651115,High,47,42.50000000000001
C9.16.4,C9.16,0.33440327644348145,1.5872513,1.243186,1.5775893,-8.103989,11.259167,-17.398304,20.553482,High,48,41.25
C9.16.27,C9.16,0.33440327644348145,1.5778124,1.2337472,1.5681505,-8.113427,11.249728,-17.407742,20.544044,High,49,40.0
C9.8.3,C9.8,3.1080639362335205,0.78387856,-1.9294422,1.1786218,-8.502956,10.860199,-17.797272,20.154514,High,50,38.74999999999999
C9.16.39,C9.16,0.33440327644348145,1.1724927,0.8284275,1.1628308,-8.518747,10.844408,-17.813063,20.138723,High,51,37.5
C9.16.3,C9.16,0.33440327644348145,1.0509362,0.706871,1.0412743,-8.640304,10.722852,-17.934618,20.017168,High,52,36.25000000000001
C9.8.24,C9.8,3.1080639362335205,0.5052784,-2.2080424,0.90002155,-8.781556,10.581599,-18.07587,19.875916,High,53,35.0
C9.16.15,C9.16,0.33440327644348145,0.8626255,0.51856023,0.8529635,-8.828614,10.534541,-18.122929,19.828857,High,54,33.75
C9.8.16,C9.8,3.1080639362335205,0.43878984,-2.274531,0.83353305,-8.848044,10.515111,-18.14236,19.809425,High,55,32.49999999999999
C9.16.16,C9.16,0.33440327644348145,0.68293047,0.33886522,0.6732685,-9.008309,10.354846,-18.302624,19.649162,High,56,31.25
C9.16.33,C9.16,0.33440327644348145,0.541347,0.19728178,0.53168505,-9.149893,10.213263,-18.444208,19.507578,High,57,30.000000000000004
C9.8.30,C9.8,3.1080639362335205,-0.17352495,-2.8868456,0.22121835,-9.46036,9.902796,-18.754675,19.197111,High,58,28.749999999999996
C9.16.17,C9.16,0.33440327644348145,0.20041664,-0.14364861,0.19075467,-9.490823,9.872333,-18.78514,19.166647,High,59,27.500000000000004
C9.16.6,C9.16,0.33440327644348145,0.18392064,-0.16014461,0.17425866,-9.507319,9.855836,-18.801634,19.150152,High,60,26.249999999999996
C9.16.19,C9.16,0.33440327644348145,0.15002747,-0.19403778,0.1403655,-9.541212,9.821943,-18.835527,19.116259,High,61,25.0
C9.16.2,C9.16,0.33440327644348145,-0.29711202,-0.6411773,-0.30677402,-9.988352,9.374804,-19.282667,18.669119,High,62,23.750000000000004
C9.16.21,C9.16,0.33440327644348145,-0.33393762,-0.67800283,-0.34359956,-10.025177,9.337978,-19.319492,18.632294,High,63,22.499999999999996
C9.16.23,C9.16,0.33440327644348145,-0.37382397,-0.7178892,-0.3834859,-10.065063,9.298092,-19.359379,18.592407,High,64,21.250000000000004
C9.16.38,C9.16,0.33440327644348145,-0.5234585,-0.8675237,-0.53312045,-10.214698,9.148458,-19.509014,18.442772,High,65,19.999999999999996
C9.16.31,C9.16,0.33440327644348145,-0.5254029,-0.86946815,-0.5350649,-10.216642,9.146513,-19.510958,18.440828,High,66,18.75
C9.16.13,C9.16,0.33440327644348145,-0.67607236,-1.0201375,-0.6857343,-10.3673115,8.995844,-19.661627,18.29016,High,67,17.500000000000004
C9.16.24,C9.16,0.33440327644348145,-0.79279983,-1.1368651,-0.80246186,-10.484039,8.879116,-19.778355,18.173431,High,68,16.249999999999996
C9.16.10,C9.16,0.33440327644348145,-0.80037475,-1.1444399,-0.81003666,-10.491614,8.871541,-19.78593,18.165855,High,69,15.000000000000002
C9.16.22,C9.16,0.33440327644348145,-0.87527776,-1.219343,-0.8849397,-10.566517,8.7966385,-19.860832,18.090954,High,70,13.749999999999996
C9.16.34,C9.16,0.33440327644348145,-0.96039474,-1.30446,-0.9700568,-10.651634,8.711521,-19.94595,18.005836,High,71,12.5
C9.16.30,C9.16,0.33440327644348145,-0.9677324,-1.3117976,-0.97739434,-10.658972,8.704184,-19.953287,17.998499,High,72,11.250000000000004
C9.16.8,C9.16,0.33440327644348145,-1.0221646,-1.3662298,-1.0318265,-10.713404,8.649752,-20.007719,17.944067,High,73,9.999999999999998
C9.16.32,C9.16,0.33440327644348145,-1.3037568,-1.6478221,-1.3134189,-10.994997,8.368158,-20.289312,17.662474,High,74,8.750000000000002
C9.16.36,C9.16,0.33440327644348145,-1.3314222,-1.6754875,-1.3410842,-11.022662,8.340493,-20.316977,17.63481,High,75,7.499999999999996
C9.16.40,C9.16,0.33440327644348145,-1.3461797,-1.6902449,-1.3558416,-11.037419,8.325736,-20.331734,17.620052,High,76,6.25
C9.16.7,C9.16,0.33440327644348145,-1.476736,-1.8208013,-1.486398,-11.167975,8.19518,-20.462292,17.489494,High,77,5.000000000000004
C9.16.28,C9.16,0.33440327644348145,-1.7206156,-2.0646808,-1.7302775,-11.411856,7.9513,-20.706171,17.245615,High,78,3.749999999999998
C9.16.37,C9.16,0.33440327644348145,-1.7424495,-2.0865147,-1.7521114,-11.433689,7.9294662,-20.728004,17.223782,High,79,2.500000000000002
C9.16.26,C9.16,0.33440327644348145,-3.0042322,-3.3482974,-3.013894,-12.695472,6.6676836,-21.989788,15.961999,High,80,1.2499999999999956
